,drug_a_name,drug_b_name,cell_line,synergy,fold
L778123_MK-5108_HCT116,L778123,MK-5108,HCT116,11.6354822221,0
L778123_MK-5108_HT144,L778123,MK-5108,HT144,4.7644489333,0
L778123_MK-5108_HT29,L778123,MK-5108,HT29,23.4634823765,0
L778123_MK-5108_KPL1,L778123,MK-5108,KPL1,-2.5963296972,0
L778123_MK-5108_LNCAP,L778123,MK-5108,LNCAP,-48.4190486515,0
L778123_MK-5108_LOVO,L778123,MK-5108,LOVO,2.4206224443,0
L778123_MK-5108_MDAMB436,L778123,MK-5108,MDAMB436,7.6532587072,0
L778123_MK-5108_MSTO,L778123,MK-5108,MSTO,9.8600606112,0
L778123_MK-5108_NCIH1650,L778123,MK-5108,NCIH1650,3.4886563108,0
L778123_MK-5108_NCIH2122,L778123,MK-5108,NCIH2122,0.0746734377,0
L778123_MK-5108_NCIH23,L778123,MK-5108,NCIH23,-0.0141297056,0
L778123_MK-5108_NCIH460,L778123,MK-5108,NCIH460,-0.2312891859,0
L778123_MK-5108_NCIH520,L778123,MK-5108,NCIH520,1.9150480754,0
L778123_MK-5108_OCUBM,L778123,MK-5108,OCUBM,19.2694070376,0
L778123_MK-5108_OV90,L778123,MK-5108,OV90,14.6206928089,0
L778123_MK-5108_OVCAR3,L778123,MK-5108,OVCAR3,-9.8699823816,0
L778123_MK-5108_PA1,L778123,MK-5108,PA1,42.3692130959,0
L778123_MK-5108_RKO,L778123,MK-5108,RKO,18.4740295792,0
L778123_MK-5108_RPMI7951,L778123,MK-5108,RPMI7951,2.0350246653,0
L778123_MK-5108_SKMEL30,L778123,MK-5108,SKMEL30,23.1435177681,0
L778123_MK-5108_SKMES1,L778123,MK-5108,SKMES1,1.1419745831,0
L778123_MK-5108_SKOV3,L778123,MK-5108,SKOV3,16.0940686893,0
L778123_MK-5108_SW620,L778123,MK-5108,SW620,22.668673736,0
L778123_MK-5108_SW837,L778123,MK-5108,SW837,17.89562336,0
L778123_MK-5108_T47D,L778123,MK-5108,T47D,-9.0126309346,0
L778123_MK-5108_UACC62,L778123,MK-5108,UACC62,4.9164981812,0
L778123_MK-5108_UWB1289BRCA1,L778123,MK-5108,UWB1289BRCA1,3.7739359099,0
L778123_MK-5108_UWB1289,L778123,MK-5108,UWB1289,12.0401525841,0
L778123_MK-5108_VCAP,L778123,MK-5108,VCAP,-5.5009355389,0
L778123_MK-5108_ZR751,L778123,MK-5108,ZR751,-10.6494526421,0
L778123_MK-8669_A2058,L778123,MK-8669,A2058,58.8758485289,3
L778123_MK-8669_A2058,L778123,MK-8669,A2058,34.0331862826,3
L778123_MK-8669_A2780,L778123,MK-8669,A2780,38.8826061622,3
L778123_MK-8669_A375,L778123,MK-8669,A375,35.9554153426,3
L778123_MK-8669_A375,L778123,MK-8669,A375,34.6346450147,3
L778123_MK-8669_A427,L778123,MK-8669,A427,47.2744993703,3
L778123_MK-8669_A427,L778123,MK-8669,A427,22.0277258858,3
L778123_MK-8669_CAOV3,L778123,MK-8669,CAOV3,46.528434249,3
L778123_MK-8669_CAOV3,L778123,MK-8669,CAOV3,22.4608947541,3
L778123_MK-8669_COLO320DM,L778123,MK-8669,COLO320DM,15.860469114,3
L778123_MK-8669_COLO320DM,L778123,MK-8669,COLO320DM,8.5578279225,3
L778123_MK-8669_DLD1,L778123,MK-8669,DLD1,28.4861835067,3
L778123_MK-8669_EFM192B,L778123,MK-8669,EFM192B,61.5286003806,3
L778123_MK-8669_EFM192B,L778123,MK-8669,EFM192B,28.9980779723,3
L778123_MK-8669_ES2,L778123,MK-8669,ES2,29.2503043016,3
L778123_MK-8669_ES2,L778123,MK-8669,ES2,26.7117897884,3
L778123_MK-8669_HCT116,L778123,MK-8669,HCT116,9.1419009736,3
L778123_MK-8669_HCT116,L778123,MK-8669,HCT116,11.3442737245,3
L778123_MK-8669_HT144,L778123,MK-8669,HT144,40.5420131053,3
L778123_MK-8669_HT29,L778123,MK-8669,HT29,42.1749609474,3
L778123_MK-8669_HT29,L778123,MK-8669,HT29,42.5283785139,3
L778123_MK-8669_KPL1,L778123,MK-8669,KPL1,37.7439277883,3
L778123_MK-8669_LNCAP,L778123,MK-8669,LNCAP,54.3946090272,3
L778123_MK-8669_LOVO,L778123,MK-8669,LOVO,29.3382154312,3
L778123_MK-8669_LOVO,L778123,MK-8669,LOVO,27.4520989941,3
L778123_MK-8669_MDAMB436,L778123,MK-8669,MDAMB436,34.1942195872,3
L778123_MK-8669_MSTO,L778123,MK-8669,MSTO,44.8065513412,3
L778123_MK-8669_NCIH1650,L778123,MK-8669,NCIH1650,38.2594506271,3
L778123_MK-8669_NCIH1650,L778123,MK-8669,NCIH1650,45.4759073372,3
L778123_MK-8669_NCIH2122,L778123,MK-8669,NCIH2122,47.6314953783,3
L778123_MK-8669_NCIH2122,L778123,MK-8669,NCIH2122,32.3502346248,3
L778123_MK-8669_NCIH23,L778123,MK-8669,NCIH23,33.1152351673,3
L778123_MK-8669_NCIH23,L778123,MK-8669,NCIH23,17.0900069137,3
L778123_MK-8669_NCIH460,L778123,MK-8669,NCIH460,29.8429281485,3
L778123_MK-8669_NCIH520,L778123,MK-8669,NCIH520,43.7350499654,3
L778123_MK-8669_OCUBM,L778123,MK-8669,OCUBM,47.6513397793,3
L778123_MK-8669_OV90,L778123,MK-8669,OV90,35.9039059106,3
L778123_MK-8669_OVCAR3,L778123,MK-8669,OVCAR3,39.0531664387,3
L778123_MK-8669_PA1,L778123,MK-8669,PA1,31.6766407017,3
L778123_MK-8669_PA1,L778123,MK-8669,PA1,21.0546913512,3
L778123_MK-8669_RKO,L778123,MK-8669,RKO,45.6577057979,3
L778123_MK-8669_RPMI7951,L778123,MK-8669,RPMI7951,31.639018279,3
L778123_MK-8669_SKMEL30,L778123,MK-8669,SKMEL30,41.2471903235,3
L778123_MK-8669_SKMES1,L778123,MK-8669,SKMES1,30.6659123626,3
L778123_MK-8669_SKOV3,L778123,MK-8669,SKOV3,48.4429979649,3
L778123_MK-8669_SW620,L778123,MK-8669,SW620,28.7295151129,3
L778123_MK-8669_SW620,L778123,MK-8669,SW620,16.9923954376,3
L778123_MK-8669_SW837,L778123,MK-8669,SW837,30.8585162964,3
L778123_MK-8669_T47D,L778123,MK-8669,T47D,40.049160066,3
L778123_MK-8669_UACC62,L778123,MK-8669,UACC62,39.925695649,3
L778123_MK-8669_UWB1289BRCA1,L778123,MK-8669,UWB1289BRCA1,43.3804301844,3
L778123_MK-8669_UWB1289,L778123,MK-8669,UWB1289,50.9853288681,3
L778123_MK-8669_VCAP,L778123,MK-8669,VCAP,51.9718578333,3
L778123_MK-8669_ZR751,L778123,MK-8669,ZR751,31.4696404169,3
L778123_MK-8776_A2058,L778123,MK-8776,A2058,34.4043337241,2
L778123_MK-8776_A2780,L778123,MK-8776,A2780,20.9806466649,2
L778123_MK-8776_A375,L778123,MK-8776,A375,23.1770789161,2
L778123_MK-8776_A427,L778123,MK-8776,A427,10.8973495093,2
L778123_MK-8776_CAOV3,L778123,MK-8776,CAOV3,21.6912150461,2
L778123_MK-8776_COLO320DM,L778123,MK-8776,COLO320DM,15.8159963647,2
L778123_MK-8776_DLD1,L778123,MK-8776,DLD1,2.2173860147,2
L778123_MK-8776_EFM192B,L778123,MK-8776,EFM192B,7.9698662691,2
L778123_MK-8776_ES2,L778123,MK-8776,ES2,18.6435924632,2
L778123_MK-8776_HCT116,L778123,MK-8776,HCT116,5.4840745707,2
L778123_MK-8776_HT144,L778123,MK-8776,HT144,-69.5529801543,2
L778123_MK-8776_HT29,L778123,MK-8776,HT29,18.0680455338,2
L778123_MK-8776_KPL1,L778123,MK-8776,KPL1,-4.5024534031,2
L778123_MK-8776_LNCAP,L778123,MK-8776,LNCAP,-69.9168856854,2
L778123_MK-8776_LOVO,L778123,MK-8776,LOVO,11.7951637059,2
L778123_MK-8776_MDAMB436,L778123,MK-8776,MDAMB436,9.4420301178,2
L778123_MK-8776_MSTO,L778123,MK-8776,MSTO,1.6600397843,2
L778123_MK-8776_NCIH1650,L778123,MK-8776,NCIH1650,-0.685812337,2
L778123_MK-8776_NCIH2122,L778123,MK-8776,NCIH2122,-8.4377591659,2
L778123_MK-8776_NCIH23,L778123,MK-8776,NCIH23,3.4588539009,2
L778123_MK-8776_NCIH460,L778123,MK-8776,NCIH460,6.9332051438,2
L778123_MK-8776_NCIH520,L778123,MK-8776,NCIH520,9.232732447,2
L778123_MK-8776_OCUBM,L778123,MK-8776,OCUBM,15.6963960862,2
L778123_MK-8776_OV90,L778123,MK-8776,OV90,18.3599218372,2
L778123_MK-8776_OVCAR3,L778123,MK-8776,OVCAR3,-20.1389475592,2
L778123_MK-8776_PA1,L778123,MK-8776,PA1,11.8836676802,2
L778123_MK-8776_RKO,L778123,MK-8776,RKO,22.0189703557,2
L778123_MK-8776_RPMI7951,L778123,MK-8776,RPMI7951,0.9189501355,2
L778123_MK-8776_SKMEL30,L778123,MK-8776,SKMEL30,9.2853938362,2
L778123_MK-8776_SKMES1,L778123,MK-8776,SKMES1,-4.9311755059,2
L778123_MK-8776_SKOV3,L778123,MK-8776,SKOV3,3.3696073356,2
L778123_MK-8776_SW620,L778123,MK-8776,SW620,4.9088189487,2
L778123_MK-8776_SW837,L778123,MK-8776,SW837,-87.127520539,2
L778123_MK-8776_T47D,L778123,MK-8776,T47D,-3.4989357884,2
L778123_MK-8776_UACC62,L778123,MK-8776,UACC62,8.4619038387,2
L778123_MK-8776_UWB1289BRCA1,L778123,MK-8776,UWB1289BRCA1,-4.694688832,2
L778123_MK-8776_UWB1289,L778123,MK-8776,UWB1289,1.5635422747,2
L778123_MK-8776_VCAP,L778123,MK-8776,VCAP,12.552026471,2
L778123_MK-8776_ZR751,L778123,MK-8776,ZR751,0.7964945137,2
L778123_OXALIPLATIN_A2058,L778123,OXALIPLATIN,A2058,0.3519313517,2
L778123_OXALIPLATIN_A2780,L778123,OXALIPLATIN,A2780,-1.6174638635,2
L778123_OXALIPLATIN_A375,L778123,OXALIPLATIN,A375,1.9640459479,2
L778123_OXALIPLATIN_A427,L778123,OXALIPLATIN,A427,3.1421118296,2
L778123_OXALIPLATIN_CAOV3,L778123,OXALIPLATIN,CAOV3,1.0260116268,2
L778123_OXALIPLATIN_COLO320DM,L778123,OXALIPLATIN,COLO320DM,5.5849994074,2
L778123_OXALIPLATIN_DLD1,L778123,OXALIPLATIN,DLD1,5.8054306136,2
L778123_OXALIPLATIN_EFM192B,L778123,OXALIPLATIN,EFM192B,-9.476911953,2
L778123_OXALIPLATIN_ES2,L778123,OXALIPLATIN,ES2,-15.6629728045,2
L778123_OXALIPLATIN_HCT116,L778123,OXALIPLATIN,HCT116,9.3135082359,2
L778123_OXALIPLATIN_HT144,L778123,OXALIPLATIN,HT144,-6.6077038411,2
L778123_OXALIPLATIN_HT29,L778123,OXALIPLATIN,HT29,12.0083378402,2
L778123_OXALIPLATIN_KPL1,L778123,OXALIPLATIN,KPL1,-3.1026586091,2
L778123_OXALIPLATIN_LNCAP,L778123,OXALIPLATIN,LNCAP,-47.5411262139,2
L778123_OXALIPLATIN_LOVO,L778123,OXALIPLATIN,LOVO,-2.452649064,2
L778123_OXALIPLATIN_MDAMB436,L778123,OXALIPLATIN,MDAMB436,-5.7507656409,2
L778123_OXALIPLATIN_MSTO,L778123,OXALIPLATIN,MSTO,2.8429931592,2
L778123_OXALIPLATIN_NCIH1650,L778123,OXALIPLATIN,NCIH1650,4.4379580583,2
L778123_OXALIPLATIN_NCIH2122,L778123,OXALIPLATIN,NCIH2122,7.8474964554,2
L778123_OXALIPLATIN_NCIH23,L778123,OXALIPLATIN,NCIH23,-0.428246271,2
L778123_OXALIPLATIN_NCIH460,L778123,OXALIPLATIN,NCIH460,-14.911462779,2
L778123_OXALIPLATIN_NCIH520,L778123,OXALIPLATIN,NCIH520,4.1457174568,2
L778123_OXALIPLATIN_OCUBM,L778123,OXALIPLATIN,OCUBM,14.121552246,2
L778123_OXALIPLATIN_OV90,L778123,OXALIPLATIN,OV90,-9.1797272733,2
L778123_OXALIPLATIN_OVCAR3,L778123,OXALIPLATIN,OVCAR3,-19.1766006369,2
L778123_OXALIPLATIN_PA1,L778123,OXALIPLATIN,PA1,-15.5976217085,2
L778123_OXALIPLATIN_RKO,L778123,OXALIPLATIN,RKO,1.911968213,2
L778123_OXALIPLATIN_RPMI7951,L778123,OXALIPLATIN,RPMI7951,-1.7670696658,2
L778123_OXALIPLATIN_SKMEL30,L778123,OXALIPLATIN,SKMEL30,1.4900681647,2
L778123_OXALIPLATIN_SKMES1,L778123,OXALIPLATIN,SKMES1,0.3950685467,2
L778123_OXALIPLATIN_SKOV3,L778123,OXALIPLATIN,SKOV3,3.5284435189,2
L778123_OXALIPLATIN_SW620,L778123,OXALIPLATIN,SW620,1.9426743866,2
L778123_OXALIPLATIN_SW837,L778123,OXALIPLATIN,SW837,-7.3280685186,2
L778123_OXALIPLATIN_T47D,L778123,OXALIPLATIN,T47D,-22.1031298375,2
L778123_OXALIPLATIN_UACC62,L778123,OXALIPLATIN,UACC62,-12.0154293055,2
L778123_OXALIPLATIN_UWB1289BRCA1,L778123,OXALIPLATIN,UWB1289BRCA1,6.5250438342,2
L778123_OXALIPLATIN_UWB1289,L778123,OXALIPLATIN,UWB1289,7.8574522648,2
L778123_OXALIPLATIN_VCAP,L778123,OXALIPLATIN,VCAP,13.1028755511,2
L778123_OXALIPLATIN_ZR751,L778123,OXALIPLATIN,ZR751,7.7472031905,2
L778123_PD325901_A2058,L778123,PD325901,A2058,9.0945023239,1
L778123_PD325901_A2780,L778123,PD325901,A2780,32.4909284667,1
L778123_PD325901_A375,L778123,PD325901,A375,18.0986584425,1
L778123_PD325901_A427,L778123,PD325901,A427,23.7544085977,1
L778123_PD325901_CAOV3,L778123,PD325901,CAOV3,51.2902493071,1
L778123_PD325901_COLO320DM,L778123,PD325901,COLO320DM,-0.0997048008,1
L778123_PD325901_DLD1,L778123,PD325901,DLD1,14.6089702324,1
L778123_PD325901_EFM192B,L778123,PD325901,EFM192B,13.4965112995,1
L778123_PD325901_ES2,L778123,PD325901,ES2,25.0659141385,1
L778123_PD325901_HCT116,L778123,PD325901,HCT116,27.1382030074,1
L778123_PD325901_HT144,L778123,PD325901,HT144,29.5766275426,1
L778123_PD325901_HT29,L778123,PD325901,HT29,25.2138844696,1
L778123_PD325901_KPL1,L778123,PD325901,KPL1,-7.3821156496,1
L778123_PD325901_LNCAP,L778123,PD325901,LNCAP,13.1194589093,1
L778123_PD325901_LOVO,L778123,PD325901,LOVO,12.8302491767,1
L778123_PD325901_MDAMB436,L778123,PD325901,MDAMB436,16.3615080093,1
L778123_PD325901_MSTO,L778123,PD325901,MSTO,19.5329200391,1
L778123_PD325901_NCIH1650,L778123,PD325901,NCIH1650,4.4052042262,1
L778123_PD325901_NCIH2122,L778123,PD325901,NCIH2122,34.9939861243,1
L778123_PD325901_NCIH23,L778123,PD325901,NCIH23,12.2057432775,1
L778123_PD325901_NCIH460,L778123,PD325901,NCIH460,15.514856362,1
L778123_PD325901_NCIH520,L778123,PD325901,NCIH520,11.727003991,1
L778123_PD325901_OCUBM,L778123,PD325901,OCUBM,10.5577945692,1
L778123_PD325901_OV90,L778123,PD325901,OV90,9.215368347,1
L778123_PD325901_OVCAR3,L778123,PD325901,OVCAR3,-17.2832225617,1
L778123_PD325901_PA1,L778123,PD325901,PA1,15.2799047998,1
L778123_PD325901_RKO,L778123,PD325901,RKO,28.6009085224,1
L778123_PD325901_RPMI7951,L778123,PD325901,RPMI7951,17.5351163841,1
L778123_PD325901_SKMEL30,L778123,PD325901,SKMEL30,25.3944045796,1
L778123_PD325901_SKMES1,L778123,PD325901,SKMES1,15.834888942,1
L778123_PD325901_SKOV3,L778123,PD325901,SKOV3,20.4208994111,1
L778123_PD325901_SW620,L778123,PD325901,SW620,15.9176074661,1
L778123_PD325901_SW837,L778123,PD325901,SW837,8.2638654868,1
L778123_PD325901_T47D,L778123,PD325901,T47D,-14.863715454,1
L778123_PD325901_UACC62,L778123,PD325901,UACC62,6.2413589269,1
L778123_PD325901_UWB1289BRCA1,L778123,PD325901,UWB1289BRCA1,11.0911195931,1
L778123_PD325901_UWB1289,L778123,PD325901,UWB1289,9.5622672348,1
L778123_PD325901_VCAP,L778123,PD325901,VCAP,12.6476661684,1
L778123_PD325901_ZR751,L778123,PD325901,ZR751,15.4567115321,1
L778123_SN-38_A2058,L778123,SN-38,A2058,40.8106020289,2
L778123_SN-38_A2780,L778123,SN-38,A2780,7.5110452929,2
L778123_SN-38_A375,L778123,SN-38,A375,16.5299758771,2
L778123_SN-38_A427,L778123,SN-38,A427,24.0220723421,2
L778123_SN-38_CAOV3,L778123,SN-38,CAOV3,-3.8233837206,2
L778123_SN-38_COLO320DM,L778123,SN-38,COLO320DM,6.8979467864,2
L778123_SN-38_DLD1,L778123,SN-38,DLD1,1.9602160212,2
L778123_SN-38_EFM192B,L778123,SN-38,EFM192B,6.7500142169,2
L778123_SN-38_ES2,L778123,SN-38,ES2,3.0641536183,2
L778123_SN-38_HCT116,L778123,SN-38,HCT116,-0.8317320901,2
L778123_SN-38_HT144,L778123,SN-38,HT144,8.2373173569,2
L778123_SN-38_HT29,L778123,SN-38,HT29,13.3667211327,2
L778123_SN-38_KPL1,L778123,SN-38,KPL1,-3.3476403471,2
L778123_SN-38_LNCAP,L778123,SN-38,LNCAP,-0.858149059,2
L778123_SN-38_LOVO,L778123,SN-38,LOVO,8.3379807678,2
L778123_SN-38_MDAMB436,L778123,SN-38,MDAMB436,11.5762143302,2
L778123_SN-38_MSTO,L778123,SN-38,MSTO,-1.3556255038,2
L778123_SN-38_NCIH1650,L778123,SN-38,NCIH1650,3.4827119962,2
L778123_SN-38_NCIH2122,L778123,SN-38,NCIH2122,8.3838421542,2
L778123_SN-38_NCIH23,L778123,SN-38,NCIH23,11.1115413728,2
L778123_SN-38_NCIH460,L778123,SN-38,NCIH460,9.4922931381,2
L778123_SN-38_NCIH520,L778123,SN-38,NCIH520,1.4118332483,2
L778123_SN-38_OCUBM,L778123,SN-38,OCUBM,31.8865423585,2
L778123_SN-38_OV90,L778123,SN-38,OV90,7.3603113553,2
L778123_SN-38_OVCAR3,L778123,SN-38,OVCAR3,3.8838162888,2
L778123_SN-38_PA1,L778123,SN-38,PA1,9.4477325895,2
L778123_SN-38_RKO,L778123,SN-38,RKO,16.9697343308,2
L778123_SN-38_RPMI7951,L778123,SN-38,RPMI7951,12.4272146414,2
L778123_SN-38_SKMEL30,L778123,SN-38,SKMEL30,4.303090102,2
L778123_SN-38_SKMES1,L778123,SN-38,SKMES1,12.2802993556,2
L778123_SN-38_SKOV3,L778123,SN-38,SKOV3,6.4019805367,2
L778123_SN-38_SW620,L778123,SN-38,SW620,4.1952195624,2
L778123_SN-38_SW837,L778123,SN-38,SW837,-0.0224045361,2
L778123_SN-38_T47D,L778123,SN-38,T47D,7.8162756911,2
L778123_SN-38_UACC62,L778123,SN-38,UACC62,8.9674825294,2
L778123_SN-38_UWB1289BRCA1,L778123,SN-38,UWB1289BRCA1,13.8983693578,2
L778123_SN-38_UWB1289,L778123,SN-38,UWB1289,13.1631322926,2
L778123_SN-38_VCAP,L778123,SN-38,VCAP,19.8297067669,2
L778123_SN-38_ZR751,L778123,SN-38,ZR751,13.8873247214,2
L778123_SORAFENIB_A2058,L778123,SORAFENIB,A2058,23.1874577737,4
L778123_SORAFENIB_A2780,L778123,SORAFENIB,A2780,3.032832745,4
L778123_SORAFENIB_A375,L778123,SORAFENIB,A375,10.2518228236,4
L778123_SORAFENIB_A427,L778123,SORAFENIB,A427,11.4219116643,4
L778123_SORAFENIB_CAOV3,L778123,SORAFENIB,CAOV3,-0.7606152703,4
L778123_SORAFENIB_COLO320DM,L778123,SORAFENIB,COLO320DM,5.9730859811,4
L778123_SORAFENIB_DLD1,L778123,SORAFENIB,DLD1,10.9045214513,4
L778123_SORAFENIB_EFM192B,L778123,SORAFENIB,EFM192B,-1.1089265036,4
L778123_SORAFENIB_ES2,L778123,SORAFENIB,ES2,-1.0885038537,4
L778123_SORAFENIB_HCT116,L778123,SORAFENIB,HCT116,10.1846804777,4
L778123_SORAFENIB_HT144,L778123,SORAFENIB,HT144,5.1808092956,4
L778123_SORAFENIB_HT29,L778123,SORAFENIB,HT29,5.3780743176,4
L778123_SORAFENIB_KPL1,L778123,SORAFENIB,KPL1,3.8947086718,4
L778123_SORAFENIB_LNCAP,L778123,SORAFENIB,LNCAP,-2.5634887487,4
L778123_SORAFENIB_LOVO,L778123,SORAFENIB,LOVO,0.9417533132,4
L778123_SORAFENIB_MDAMB436,L778123,SORAFENIB,MDAMB436,-10.2236752026,4
L778123_SORAFENIB_MSTO,L778123,SORAFENIB,MSTO,-25.1698520372,4
L778123_SORAFENIB_NCIH1650,L778123,SORAFENIB,NCIH1650,1.1584237168,4
L778123_SORAFENIB_NCIH2122,L778123,SORAFENIB,NCIH2122,1.4565406366,4
L778123_SORAFENIB_NCIH23,L778123,SORAFENIB,NCIH23,7.0133976518,4
L778123_SORAFENIB_NCIH460,L778123,SORAFENIB,NCIH460,10.1640296396,4
L778123_SORAFENIB_NCIH520,L778123,SORAFENIB,NCIH520,10.1464369143,4
L778123_SORAFENIB_OCUBM,L778123,SORAFENIB,OCUBM,11.099654319,4
L778123_SORAFENIB_OV90,L778123,SORAFENIB,OV90,4.1551977166,4
L778123_SORAFENIB_OVCAR3,L778123,SORAFENIB,OVCAR3,-21.1367340348,4
L778123_SORAFENIB_PA1,L778123,SORAFENIB,PA1,11.0846838202,4
L778123_SORAFENIB_RKO,L778123,SORAFENIB,RKO,18.0448805862,4
L778123_SORAFENIB_RPMI7951,L778123,SORAFENIB,RPMI7951,-7.1797095119,4
L778123_SORAFENIB_SKMEL30,L778123,SORAFENIB,SKMEL30,8.8579712117,4
L778123_SORAFENIB_SKMES1,L778123,SORAFENIB,SKMES1,3.3519086381,4
L778123_SORAFENIB_SKOV3,L778123,SORAFENIB,SKOV3,14.9202617925,4
L778123_SORAFENIB_SW620,L778123,SORAFENIB,SW620,6.2787432555,4
L778123_SORAFENIB_SW837,L778123,SORAFENIB,SW837,-2.27123328,4
L778123_SORAFENIB_T47D,L778123,SORAFENIB,T47D,0.5309086029,4
L778123_SORAFENIB_UACC62,L778123,SORAFENIB,UACC62,6.9797557095,4
L778123_SORAFENIB_UWB1289BRCA1,L778123,SORAFENIB,UWB1289BRCA1,-1.1129692946,4
L778123_SORAFENIB_UWB1289,L778123,SORAFENIB,UWB1289,0.5410532261,4
L778123_SORAFENIB_VCAP,L778123,SORAFENIB,VCAP,-5.1507574161,4
L778123_SORAFENIB_ZR751,L778123,SORAFENIB,ZR751,-7.8100854136,4
L778123_SUNITINIB_A2058,L778123,SUNITINIB,A2058,21.0205887367,2
L778123_SUNITINIB_A2780,L778123,SUNITINIB,A2780,9.6143750717,2
L778123_SUNITINIB_A375,L778123,SUNITINIB,A375,17.4868393184,2
L778123_SUNITINIB_A427,L778123,SUNITINIB,A427,18.3702477307,2
L778123_SUNITINIB_CAOV3,L778123,SUNITINIB,CAOV3,12.1935736215,2
L778123_SUNITINIB_COLO320DM,L778123,SUNITINIB,COLO320DM,13.1168381372,2
L778123_SUNITINIB_DLD1,L778123,SUNITINIB,DLD1,10.251085229,2
L778123_SUNITINIB_EFM192B,L778123,SUNITINIB,EFM192B,3.1509032856,2
L778123_SUNITINIB_ES2,L778123,SUNITINIB,ES2,10.2848792415,2
L778123_SUNITINIB_HCT116,L778123,SUNITINIB,HCT116,17.1272514324,2
L778123_SUNITINIB_HT144,L778123,SUNITINIB,HT144,11.0854032968,2
L778123_SUNITINIB_HT29,L778123,SUNITINIB,HT29,21.6185878984,2
L778123_SUNITINIB_KPL1,L778123,SUNITINIB,KPL1,9.6942072466,2
L778123_SUNITINIB_LNCAP,L778123,SUNITINIB,LNCAP,3.8711550683,2
L778123_SUNITINIB_LOVO,L778123,SUNITINIB,LOVO,5.4430113986,2
L778123_SUNITINIB_MDAMB436,L778123,SUNITINIB,MDAMB436,6.1046597072,2
L778123_SUNITINIB_MSTO,L778123,SUNITINIB,MSTO,4.2866585665,2
L778123_SUNITINIB_NCIH1650,L778123,SUNITINIB,NCIH1650,5.999936514,2
L778123_SUNITINIB_NCIH2122,L778123,SUNITINIB,NCIH2122,9.7022625586,2
L778123_SUNITINIB_NCIH23,L778123,SUNITINIB,NCIH23,3.7935851865,2
L778123_SUNITINIB_NCIH460,L778123,SUNITINIB,NCIH460,13.201241919,2
L778123_SUNITINIB_NCIH520,L778123,SUNITINIB,NCIH520,13.9929878758,2
L778123_SUNITINIB_OCUBM,L778123,SUNITINIB,OCUBM,8.6243833794,2
L778123_SUNITINIB_OV90,L778123,SUNITINIB,OV90,6.8901837124,2
L778123_SUNITINIB_OVCAR3,L778123,SUNITINIB,OVCAR3,0.4835372596,2
L778123_SUNITINIB_PA1,L778123,SUNITINIB,PA1,13.7293053291,2
L778123_SUNITINIB_RKO,L778123,SUNITINIB,RKO,12.4700605981,2
L778123_SUNITINIB_RPMI7951,L778123,SUNITINIB,RPMI7951,4.6984059719,2
L778123_SUNITINIB_SKMEL30,L778123,SUNITINIB,SKMEL30,5.8007717465,2
L778123_SUNITINIB_SKMES1,L778123,SUNITINIB,SKMES1,15.3834399576,2
L778123_SUNITINIB_SKOV3,L778123,SUNITINIB,SKOV3,17.9788423405,2
L778123_SUNITINIB_SW620,L778123,SUNITINIB,SW620,15.0834120262,2
L778123_SUNITINIB_SW837,L778123,SUNITINIB,SW837,3.5663071753,2
L778123_SUNITINIB_T47D,L778123,SUNITINIB,T47D,8.740402041,2
L778123_SUNITINIB_UACC62,L778123,SUNITINIB,UACC62,15.154402988,2
L778123_SUNITINIB_UWB1289BRCA1,L778123,SUNITINIB,UWB1289BRCA1,12.4333872071,2
L778123_SUNITINIB_UWB1289,L778123,SUNITINIB,UWB1289,10.5377352537,2
L778123_SUNITINIB_VCAP,L778123,SUNITINIB,VCAP,13.581039813,2
L778123_SUNITINIB_ZR751,L778123,SUNITINIB,ZR751,5.7379794348,2
L778123_TEMOZOLOMIDE_A2058,L778123,TEMOZOLOMIDE,A2058,38.5390724898,0
L778123_TEMOZOLOMIDE_A2780,L778123,TEMOZOLOMIDE,A2780,10.9268913546,0
L778123_TEMOZOLOMIDE_A375,L778123,TEMOZOLOMIDE,A375,3.9346647116,0
L778123_TEMOZOLOMIDE_A427,L778123,TEMOZOLOMIDE,A427,24.7978424665,0
L778123_TEMOZOLOMIDE_CAOV3,L778123,TEMOZOLOMIDE,CAOV3,-9.4975732065,0
L778123_TEMOZOLOMIDE_COLO320DM,L778123,TEMOZOLOMIDE,COLO320DM,7.3569788635,0
L778123_TEMOZOLOMIDE_DLD1,L778123,TEMOZOLOMIDE,DLD1,2.5445732429,0
L778123_TEMOZOLOMIDE_EFM192B,L778123,TEMOZOLOMIDE,EFM192B,-20.4347303793,0
L778123_TEMOZOLOMIDE_ES2,L778123,TEMOZOLOMIDE,ES2,0.4018415462,0
L778123_TEMOZOLOMIDE_HCT116,L778123,TEMOZOLOMIDE,HCT116,-9.1559652862,0
L778123_TEMOZOLOMIDE_HT144,L778123,TEMOZOLOMIDE,HT144,-1.6518801821,0
L778123_TEMOZOLOMIDE_HT29,L778123,TEMOZOLOMIDE,HT29,5.4357222336,0
L778123_TEMOZOLOMIDE_KPL1,L778123,TEMOZOLOMIDE,KPL1,-26.0147734644,0
L778123_TEMOZOLOMIDE_LNCAP,L778123,TEMOZOLOMIDE,LNCAP,0.7917987876,0
L778123_TEMOZOLOMIDE_LOVO,L778123,TEMOZOLOMIDE,LOVO,4.8675546156,0
